order_id,delivery_id,customer_name,priority,weight_kg,volume_m3,order_timestamp,sla_hours,time_window_start,time_window_end,special_requirements,estimated_delivery_time_minutes
ORD_00072,DEL_0072,Customer_72,priority,11.77,1.07,2025-11-10 01:00:00,4,9,17,refrigerated,6
ORD_00073,DEL_0073,Customer_73,standard,21.99,2.57,2025-11-10 00:00:00,24,9,17,refrigerated,8
ORD_00074,DEL_0074,Customer_74,priority,9.32,1.57,2025-11-10 03:00:00,4,11,15,none,20
ORD_00075,DEL_0075,Customer_75,priority,3.87,1.58,2025-11-10 01:00:00,4,9,17,none,19
ORD_00076,DEL_0076,Customer_76,priority,7.21,2.41,2025-11-10 02:00:00,4,9,17,fragile,8
ORD_00077,DEL_0077,Customer_77,priority,9.08,1.01,2025-11-10 05:00:00,4,11,14,signature_required,13
ORD_00078,DEL_0078,Customer_78,standard,19.85,1.23,2025-11-10 05:00:00,24,9,17,fragile,5
ORD_00079,DEL_0079,Customer_79,standard,12.38,7.16,2025-11-10 05:00:00,24,9,17,refrigerated,14
ORD_00080,DEL_0080,Customer_80,standard,25.67,1.33,2025-11-10 04:00:00,24,9,17,fragile,10
ORD_00081,DEL_0081,Customer_81,priority,6.58,2.56,2025-11-10 04:00:00,4,9,17,signature_required,18
ORD_00082,DEL_0082,Customer_82,standard,6.14,3.03,2025-11-10 04:00:00,24,9,17,refrigerated,7
ORD_00083,DEL_0083,Customer_83,standard,18.67,4.72,2025-11-10 03:00:00,24,9,17,none,10
ORD_00084,DEL_0084,Customer_84,standard,14.05,6.06,2025-11-10 02:00:00,24,10,15,fragile,5
ORD_00085,DEL_0085,Customer_85,standard,5.25,4.06,2025-11-10 02:00:00,24,9,17,signature_required,12
ORD_00086,DEL_0086,Customer_86,standard,9.78,3.17,2025-11-10 03:00:00,24,9,17,refrigerated,15
ORD_00087,DEL_0087,Customer_87,standard,15.4,6.31,2025-11-10 02:00:00,24,9,17,none,5
ORD_00088,DEL_0088,Customer_88,priority,12.63,1.13,2025-11-10 02:00:00,4,11,18,fragile,6
ORD_00089,DEL_0089,Customer_89,standard,13.42,8.0,2025-11-10 05:00:00,24,9,17,none,19
ORD_00090,DEL_0090,Customer_90,standard,24.06,4.8,2025-11-10 03:00:00,24,11,14,none,14
ORD_00091,DEL_0091,Customer_91,standard,15.36,6.28,2025-11-10 05:00:00,24,14,16,refrigerated,16
ORD_00092,DEL_0092,Customer_92,standard,17.94,2.88,2025-11-10 04:00:00,24,9,17,fragile,12
ORD_00093,DEL_0093,Customer_93,standard,14.04,7.64,2025-11-10 01:00:00,24,9,17,signature_required,9
ORD_00094,DEL_0094,Customer_94,standard,19.0,6.47,2025-11-10 03:00:00,24,9,17,none,16
ORD_00095,DEL_0095,Customer_95,standard,29.31,4.14,2025-11-10 03:00:00,24,12,18,none,11
ORD_00096,DEL_0096,Customer_96,standard,7.46,6.62,2025-11-10 06:00:00,24,10,17,none,7
ORD_00097,DEL_0097,Customer_97,standard,26.26,3.41,2025-11-10 04:00:00,24,13,18,refrigerated,7
ORD_00098,DEL_0098,Customer_98,standard,8.55,2.49,2025-11-10 04:00:00,24,9,17,none,6
ORD_00099,DEL_0099,Customer_99,standard,7.97,6.35,2025-11-10 06:00:00,24,9,17,none,11
ORD_00100,DEL_0100,Customer_100,standard,18.73,3.18,2025-11-10 04:00:00,24,9,17,none,9
ORD_00101,DEL_0101,Customer_101,standard,14.68,7.35,2025-11-10 06:00:00,24,10,14,none,19
ORD_00102,DEL_0102,Customer_102,priority,3.62,2.49,2025-11-10 00:00:00,4,9,17,fragile,20
ORD_00103,DEL_0103,Customer_103,priority,3.27,1.9,2025-11-10 00:00:00,4,9,17,none,19
ORD_00104,DEL_0104,Customer_104,priority,8.95,1.85,2025-11-10 06:00:00,4,9,17,none,19
ORD_00105,DEL_0105,Customer_105,standard,17.06,1.83,2025-11-10 01:00:00,24,9,17,none,18
ORD_00106,DEL_0106,Customer_106,priority,14.38,1.07,2025-11-10 03:00:00,4,9,17,none,6
ORD_00107,DEL_0107,Customer_107,priority,10.8,2.06,2025-11-10 05:00:00,4,13,18,refrigerated,5
ORD_00108,DEL_0108,Customer_108,priority,8.52,0.68,2025-11-10 06:00:00,4,12,16,none,11
ORD_00109,DEL_0109,Customer_109,priority,13.06,2.95,2025-11-10 04:00:00,4,9,17,none,6
ORD_00110,DEL_0110,Customer_110,standard,9.07,2.31,2025-11-10 05:00:00,24,12,16,none,6
ORD_00111,DEL_0111,Customer_111,standard,9.79,3.88,2025-11-10 00:00:00,24,9,17,signature_required,6
ORD_00112,DEL_0112,Customer_112,standard,26.95,5.24,2025-11-10 01:00:00,24,11,16,fragile,18
ORD_00113,DEL_0113,Customer_113,standard,7.1,3.33,2025-11-10 02:00:00,24,9,17,signature_required,19
ORD_00114,DEL_0114,Customer_114,standard,10.14,3.67,2025-11-10 06:00:00,24,9,17,signature_required,17
ORD_00115,DEL_0115,Customer_115,priority,11.54,0.79,2025-11-10 00:00:00,4,9,17,none,9
ORD_00116,DEL_0116,Customer_116,priority,9.81,2.98,2025-11-10 00:00:00,4,14,17,fragile,17
ORD_00117,DEL_0117,Customer_117,priority,13.89,0.53,2025-11-10 04:00:00,4,9,17,fragile,12
ORD_00118,DEL_0118,Customer_118,express,0.96,0.59,2025-11-10 06:00:00,1,9,17,none,5
ORD_00119,DEL_0119,Customer_119,standard,9.75,5.08,2025-11-10 05:00:00,24,11,16,none,18
ORD_00120,DEL_0120,Customer_120,standard,6.85,5.24,2025-11-10 04:00:00,24,9,17,signature_required,12
ORD_00121,DEL_0121,Customer_121,priority,10.2,1.87,2025-11-10 01:00:00,4,9,17,signature_required,16
ORD_00122,DEL_0122,Customer_122,standard,19.88,2.2,2025-11-10 01:00:00,24,9,17,refrigerated,11
ORD_00123,DEL_0123,Customer_123,standard,15.76,5.87,2025-11-10 05:00:00,24,9,17,none,6
ORD_00124,DEL_0124,Customer_124,standard,18.83,5.49,2025-11-10 06:00:00,24,9,17,signature_required,5
ORD_00125,DEL_0125,Customer_125,standard,19.09,4.15,2025-11-10 01:00:00,24,9,17,fragile,7
ORD_00126,DEL_0126,Customer_126,standard,18.14,2.75,2025-11-10 03:00:00,24,9,11,none,6
ORD_00127,DEL_0127,Customer_127,standard,7.93,4.14,2025-11-10 01:00:00,24,9,17,none,17
ORD_00128,DEL_0128,Customer_128,standard,28.48,1.05,2025-11-10 03:00:00,24,9,17,fragile,11
ORD_00129,DEL_0129,Customer_129,standard,14.34,1.35,2025-11-10 06:00:00,24,9,17,none,9
ORD_00130,DEL_0130,Customer_130,standard,28.41,4.79,2025-11-10 04:00:00,24,9,17,refrigerated,12
ORD_00131,DEL_0131,Customer_131,standard,23.14,5.32,2025-11-10 06:00:00,24,9,17,none,15
ORD_00132,DEL_0132,Customer_132,standard,21.62,4.49,2025-11-10 04:00:00,24,9,17,none,15
ORD_00133,DEL_0133,Customer_133,standard,27.25,1.59,2025-11-10 01:00:00,24,9,17,refrigerated,9
ORD_00134,DEL_0134,Customer_134,priority,12.62,1.78,2025-11-10 05:00:00,4,9,17,none,12
ORD_00135,DEL_0135,Customer_135,express,1.53,0.59,2025-11-10 03:00:00,1,9,17,refrigerated,13
ORD_00136,DEL_0136,Customer_136,priority,4.65,2.13,2025-11-10 00:00:00,4,9,17,none,10
ORD_00137,DEL_0137,Customer_137,standard,27.79,1.21,2025-11-10 03:00:00,24,14,18,none,20
ORD_00138,DEL_0138,Customer_138,standard,6.93,7.38,2025-11-10 05:00:00,24,9,16,signature_required,15
ORD_00139,DEL_0139,Customer_139,standard,10.38,5.18,2025-11-10 05:00:00,24,9,17,signature_required,18
ORD_00140,DEL_0140,Customer_140,standard,13.33,7.19,2025-11-10 03:00:00,24,10,14,fragile,20
ORD_00141,DEL_0141,Customer_141,standard,12.08,6.51,2025-11-10 01:00:00,24,10,18,refrigerated,9
ORD_00142,DEL_0142,Customer_142,standard,11.33,7.91,2025-11-10 04:00:00,24,12,14,signature_required,18
ORD_00143,DEL_0143,Customer_143,priority,7.56,1.02,2025-11-10 04:00:00,4,9,17,none,9
ORD_00144,DEL_0144,Customer_144,standard,26.63,7.41,2025-11-10 03:00:00,24,9,17,fragile,13
ORD_00145,DEL_0145,Customer_145,standard,24.68,3.88,2025-11-10 01:00:00,24,9,17,refrigerated,7
ORD_00146,DEL_0146,Customer_146,standard,25.84,4.5,2025-11-10 03:00:00,24,9,17,refrigerated,7
ORD_00147,DEL_0147,Customer_147,standard,24.6,3.94,2025-11-10 04:00:00,24,9,17,fragile,6
ORD_00148,DEL_0148,Customer_148,priority,9.78,1.0,2025-11-10 02:00:00,4,9,17,signature_required,6
ORD_00149,DEL_0149,Customer_149,standard,16.74,1.2,2025-11-10 06:00:00,24,9,14,none,11
ORD_00150,DEL_0150,Customer_150,standard,22.82,1.08,2025-11-10 03:00:00,24,9,17,fragile,15
ORD_00151,DEL_0151,Customer_151,priority,3.45,1.79,2025-11-10 02:00:00,4,9,17,none,11
ORD_00152,DEL_0152,Customer_152,priority,11.71,2.3,2025-11-10 01:00:00,4,9,17,none,20
ORD_00153,DEL_0153,Customer_153,standard,25.15,1.06,2025-11-10 01:00:00,24,9,17,none,11
ORD_00154,DEL_0154,Customer_154,standard,18.83,2.78,2025-11-10 03:00:00,24,9,17,fragile,15
ORD_00155,DEL_0155,Customer_155,standard,26.82,6.8,2025-11-10 03:00:00,24,11,16,none,16
ORD_00156,DEL_0156,Customer_156,priority,12.22,2.08,2025-11-10 02:00:00,4,11,15,none,20
ORD_00157,DEL_0157,Customer_157,standard,10.79,3.23,2025-11-10 03:00:00,24,9,17,none,20
ORD_00158,DEL_0158,Customer_158,standard,25.72,3.44,2025-11-10 06:00:00,24,9,17,refrigerated,11
ORD_00159,DEL_0159,Customer_159,priority,13.5,1.36,2025-11-10 02:00:00,4,9,17,refrigerated,18
ORD_00160,DEL_0160,Customer_160,standard,5.33,3.07,2025-11-10 00:00:00,24,9,17,none,12
ORD_00161,DEL_0161,Customer_161,standard,23.05,3.69,2025-11-10 05:00:00,24,9,17,fragile,5
ORD_00162,DEL_0162,Customer_162,standard,23.52,7.04,2025-11-10 02:00:00,24,9,17,none,18
ORD_00163,DEL_0163,Customer_163,priority,5.86,1.85,2025-11-10 01:00:00,4,11,14,refrigerated,12
ORD_00164,DEL_0164,Customer_164,standard,23.31,7.17,2025-11-10 06:00:00,24,12,18,fragile,20
ORD_00165,DEL_0165,Customer_165,standard,19.55,1.83,2025-11-10 02:00:00,24,13,17,signature_required,20
ORD_00166,DEL_0166,Customer_166,standard,9.17,2.71,2025-11-10 05:00:00,24,12,15,refrigerated,10
ORD_00167,DEL_0167,Customer_167,standard,23.73,5.0,2025-11-10 01:00:00,24,9,17,none,20
ORD_00168,DEL_0168,Customer_168,standard,23.85,7.1,2025-11-10 01:00:00,24,9,17,none,6
ORD_00169,DEL_0169,Customer_169,standard,23.84,2.43,2025-11-10 06:00:00,24,13,15,none,6
ORD_00170,DEL_0170,Customer_170,standard,19.39,1.15,2025-11-10 06:00:00,24,9,17,none,18
ORD_00171,DEL_0171,Customer_171,standard,17.39,7.53,2025-11-10 01:00:00,24,9,17,fragile,7
ORD_00172,DEL_0172,Customer_172,express,2.81,0.2,2025-11-10 05:00:00,1,9,17,fragile,5
ORD_00173,DEL_0173,Customer_173,standard,24.32,7.66,2025-11-10 01:00:00,24,9,17,none,19
ORD_00174,DEL_0174,Customer_174,standard,26.43,5.71,2025-11-10 02:00:00,24,9,17,none,20
ORD_00175,DEL_0175,Customer_175,priority,4.88,2.29,2025-11-10 05:00:00,4,9,17,signature_required,5
ORD_00176,DEL_0176,Customer_176,priority,11.06,2.38,2025-11-10 00:00:00,4,9,17,none,18
ORD_00177,DEL_0177,Customer_177,priority,4.64,0.82,2025-11-10 04:00:00,4,9,11,refrigerated,14
ORD_00178,DEL_0178,Customer_178,standard,17.76,6.74,2025-11-10 00:00:00,24,9,17,none,18
ORD_00179,DEL_0179,Customer_179,standard,5.33,3.87,2025-11-10 06:00:00,24,9,17,fragile,8
ORD_00180,DEL_0180,Customer_180,standard,12.02,2.46,2025-11-10 01:00:00,24,9,13,fragile,13
ORD_00181,DEL_0181,Customer_181,standard,9.54,6.2,2025-11-10 06:00:00,24,9,17,refrigerated,13
ORD_00182,DEL_0182,Customer_182,standard,29.54,4.15,2025-11-10 06:00:00,24,9,17,signature_required,7
ORD_00183,DEL_0183,Customer_183,express,1.54,0.95,2025-11-10 03:00:00,1,11,16,none,12
ORD_00184,DEL_0184,Customer_184,standard,6.75,6.1,2025-11-10 05:00:00,24,9,17,fragile,14
ORD_00185,DEL_0185,Customer_185,priority,6.87,1.42,2025-11-10 05:00:00,4,14,16,none,7
ORD_00186,DEL_0186,Customer_186,standard,28.23,3.65,2025-11-10 03:00:00,24,9,17,signature_required,17
ORD_00187,DEL_0187,Customer_187,priority,6.85,2.08,2025-11-10 00:00:00,4,13,18,none,10
ORD_00188,DEL_0188,Customer_188,standard,6.22,5.07,2025-11-10 00:00:00,24,9,17,signature_required,18
ORD_00189,DEL_0189,Customer_189,standard,18.03,3.45,2025-11-10 05:00:00,24,9,17,refrigerated,8
ORD_00190,DEL_0190,Customer_190,priority,2.19,1.02,2025-11-10 04:00:00,4,9,17,none,12
ORD_00191,DEL_0191,Customer_191,standard,21.56,3.43,2025-11-10 05:00:00,24,10,18,none,20
ORD_00192,DEL_0192,Customer_192,standard,11.46,5.24,2025-11-10 02:00:00,24,9,17,none,7
ORD_00193,DEL_0193,Customer_193,priority,13.08,1.85,2025-11-10 05:00:00,4,9,17,refrigerated,6
ORD_00194,DEL_0194,Customer_194,standard,15.37,5.99,2025-11-10 02:00:00,24,10,18,none,11
ORD_00195,DEL_0195,Customer_195,standard,9.63,5.2,2025-11-10 04:00:00,24,9,17,fragile,17
ORD_00196,DEL_0196,Customer_196,priority,11.42,2.36,2025-11-10 00:00:00,4,9,17,refrigerated,10
ORD_00197,DEL_0197,Customer_197,standard,8.34,4.11,2025-11-10 04:00:00,24,9,17,fragile,17
ORD_00198,DEL_0198,Customer_198,express,2.44,0.59,2025-11-10 05:00:00,1,9,17,none,15
ORD_00199,DEL_0199,Customer_199,standard,23.71,2.58,2025-11-10 03:00:00,24,9,17,fragile,7
ORD_00200,DEL_0200,Customer_200,priority,8.02,1.2,2025-11-10 04:00:00,4,9,17,refrigerated,6
ORD_00201,DEL_0201,Customer_201,priority,2.82,2.44,2025-11-10 00:00:00,4,9,17,signature_required,12
ORD_00202,DEL_0202,Customer_202,standard,29.58,6.51,2025-11-10 06:00:00,24,9,17,none,15
ORD_00203,DEL_0203,Customer_203,priority,3.96,1.04,2025-11-10 04:00:00,4,9,17,none,17
ORD_00204,DEL_0204,Customer_204,standard,15.38,7.22,2025-11-10 06:00:00,24,9,17,refrigerated,5
ORD_00205,DEL_0205,Customer_205,standard,26.45,6.49,2025-11-10 05:00:00,24,9,17,refrigerated,19
ORD_00206,DEL_0206,Customer_206,standard,17.86,6.15,2025-11-10 03:00:00,24,9,17,fragile,16
ORD_00207,DEL_0207,Customer_207,standard,7.36,6.24,2025-11-10 04:00:00,24,9,17,signature_required,18
ORD_00208,DEL_0208,Customer_208,priority,14.57,2.57,2025-11-10 01:00:00,4,9,17,none,17
ORD_00209,DEL_0209,Customer_209,priority,12.42,2.19,2025-11-10 06:00:00,4,9,15,fragile,7
ORD_00210,DEL_0210,Customer_210,standard,19.28,3.13,2025-11-10 01:00:00,24,9,15,signature_required,9
ORD_00211,DEL_0211,Customer_211,express,4.51,0.86,2025-11-10 05:00:00,1,9,17,signature_required,15
ORD_00212,DEL_0212,Customer_212,standard,7.01,3.19,2025-11-10 00:00:00,24,11,13,none,14
ORD_00213,DEL_0213,Customer_213,standard,27.92,5.94,2025-11-10 06:00:00,24,12,16,refrigerated,8
ORD_00214,DEL_0214,Customer_214,standard,17.79,1.04,2025-11-10 01:00:00,24,9,17,none,10
ORD_00215,DEL_0215,Customer_215,standard,15.06,3.73,2025-11-10 04:00:00,24,12,17,none,18
ORD_00216,DEL_0216,Customer_216,standard,23.33,5.73,2025-11-10 00:00:00,24,9,11,refrigerated,7
ORD_00217,DEL_0217,Customer_217,standard,19.24,7.08,2025-11-10 06:00:00,24,13,17,signature_required,5
ORD_00218,DEL_0218,Customer_218,standard,20.46,5.43,2025-11-10 02:00:00,24,9,17,signature_required,17
ORD_00219,DEL_0219,Customer_219,standard,17.35,7.03,2025-11-10 06:00:00,24,9,17,none,12
ORD_00220,DEL_0220,Customer_220,priority,8.55,2.87,2025-11-10 04:00:00,4,9,17,none,10
ORD_00221,DEL_0221,Customer_221,standard,26.59,1.77,2025-11-10 05:00:00,24,9,17,signature_required,10
ORD_00222,DEL_0222,Customer_222,standard,6.36,5.51,2025-11-10 01:00:00,24,9,17,refrigerated,14
ORD_00223,DEL_0223,Customer_223,standard,18.87,6.23,2025-11-10 02:00:00,24,9,17,signature_required,9
ORD_00224,DEL_0224,Customer_224,standard,10.1,1.3,2025-11-10 00:00:00,24,9,17,fragile,18
ORD_00225,DEL_0225,Customer_225,standard,28.72,1.42,2025-11-10 02:00:00,24,9,17,signature_required,14
ORD_00226,DEL_0226,Customer_226,standard,9.29,4.18,2025-11-10 03:00:00,24,9,17,none,16
ORD_00227,DEL_0227,Customer_227,standard,27.76,5.47,2025-11-10 02:00:00,24,9,17,fragile,20
ORD_00228,DEL_0228,Customer_228,priority,9.6,2.58,2025-11-10 04:00:00,4,9,17,none,11
ORD_00229,DEL_0229,Customer_229,standard,23.51,1.66,2025-11-10 03:00:00,24,9,17,none,9
ORD_00230,DEL_0230,Customer_230,priority,2.86,1.08,2025-11-10 02:00:00,4,9,17,none,17
ORD_00231,DEL_0231,Customer_231,standard,11.16,5.83,2025-11-10 02:00:00,24,9,17,none,17
ORD_00232,DEL_0232,Customer_232,standard,29.4,5.78,2025-11-10 02:00:00,24,11,16,signature_required,9
ORD_00233,DEL_0233,Customer_233,priority,13.5,0.81,2025-11-10 04:00:00,4,11,15,fragile,20
ORD_00234,DEL_0234,Customer_234,standard,22.28,5.22,2025-11-10 02:00:00,24,9,17,fragile,17
ORD_00235,DEL_0235,Customer_235,priority,12.09,0.82,2025-11-10 05:00:00,4,11,15,signature_required,12
ORD_00236,DEL_0236,Customer_236,standard,14.9,5.69,2025-11-10 02:00:00,24,9,17,signature_required,13
ORD_00237,DEL_0237,Customer_237,standard,18.8,6.53,2025-11-10 06:00:00,24,9,17,signature_required,16
ORD_00238,DEL_0238,Customer_238,standard,16.87,1.39,2025-11-10 00:00:00,24,9,17,none,11
ORD_00239,DEL_0239,Customer_239,standard,15.96,4.71,2025-11-10 04:00:00,24,9,17,none,10
ORD_00240,DEL_0240,Customer_240,standard,7.86,1.06,2025-11-10 00:00:00,24,14,18,signature_required,11
ORD_00241,DEL_0241,Customer_241,standard,20.76,2.54,2025-11-10 06:00:00,24,12,16,none,18
ORD_00242,DEL_0242,Customer_242,priority,6.75,1.38,2025-11-10 01:00:00,4,14,17,refrigerated,12
ORD_00243,DEL_0243,Customer_243,express,1.27,0.91,2025-11-10 02:00:00,1,9,17,fragile,18
ORD_00244,DEL_0244,Customer_244,standard,29.67,2.9,2025-11-10 03:00:00,24,12,14,none,20
ORD_00245,DEL_0245,Customer_245,priority,11.19,2.04,2025-11-10 04:00:00,4,13,18,none,18
ORD_00246,DEL_0246,Customer_246,standard,24.51,3.13,2025-11-10 06:00:00,24,13,15,refrigerated,7
ORD_00247,DEL_0247,Customer_247,standard,9.36,7.13,2025-11-10 00:00:00,24,9,17,fragile,16
ORD_00248,DEL_0248,Customer_248,express,2.28,0.74,2025-11-10 04:00:00,1,10,17,none,17
