order_id,delivery_id,customer_name,priority,weight_kg,volume_m3,order_timestamp,sla_hours,time_window_start,time_window_end,special_requirements,estimated_delivery_time_minutes
ORD_00103,DEL_0103,Customer_103,standard,19.99,4.54,2025-11-10 04:00:00,24,11,15,fragile,20
ORD_00104,DEL_0104,Customer_104,priority,6.42,1.64,2025-11-10 02:00:00,4,9,17,fragile,17
ORD_00105,DEL_0105,Customer_105,standard,13.67,4.05,2025-11-10 02:00:00,24,9,17,refrigerated,20
ORD_00106,DEL_0106,Customer_106,standard,8.56,3.19,2025-11-10 04:00:00,24,9,17,fragile,15
ORD_00107,DEL_0107,Customer_107,standard,29.79,4.79,2025-11-10 03:00:00,24,9,17,refrigerated,17
ORD_00108,DEL_0108,Customer_108,priority,7.89,1.0,2025-11-10 04:00:00,4,11,13,fragile,10
ORD_00109,DEL_0109,Customer_109,standard,22.75,2.91,2025-11-10 00:00:00,24,14,18,signature_required,11
ORD_00110,DEL_0110,Customer_110,standard,27.83,2.33,2025-11-10 06:00:00,24,12,16,none,18
ORD_00111,DEL_0111,Customer_111,standard,27.62,5.53,2025-11-10 01:00:00,24,14,17,refrigerated,12
ORD_00112,DEL_0112,Customer_112,standard,12.36,1.8,2025-11-10 02:00:00,24,9,17,fragile,18
ORD_00113,DEL_0113,Customer_113,priority,8.01,2.66,2025-11-10 03:00:00,4,12,14,none,20
ORD_00114,DEL_0114,Customer_114,priority,13.13,1.39,2025-11-10 04:00:00,4,9,17,signature_required,18
ORD_00115,DEL_0115,Customer_115,standard,12.47,1.75,2025-11-10 04:00:00,24,9,17,none,16
ORD_00116,DEL_0116,Customer_116,priority,14.22,2.01,2025-11-10 05:00:00,4,9,17,none,7
ORD_00117,DEL_0117,Customer_117,priority,4.25,1.71,2025-11-10 05:00:00,4,9,14,refrigerated,10
ORD_00118,DEL_0118,Customer_118,standard,28.75,1.96,2025-11-10 05:00:00,24,9,17,none,6
ORD_00119,DEL_0119,Customer_119,standard,19.59,3.73,2025-11-10 06:00:00,24,13,18,refrigerated,18
ORD_00120,DEL_0120,Customer_120,standard,10.45,1.11,2025-11-10 00:00:00,24,9,17,none,8
ORD_00121,DEL_0121,Customer_121,standard,26.83,4.66,2025-11-10 02:00:00,24,9,17,fragile,12
ORD_00122,DEL_0122,Customer_122,standard,19.01,7.6,2025-11-10 03:00:00,24,12,16,signature_required,9
ORD_00123,DEL_0123,Customer_123,standard,24.5,1.69,2025-11-10 03:00:00,24,11,13,none,14
ORD_00124,DEL_0124,Customer_124,standard,7.3,5.1,2025-11-10 00:00:00,24,12,14,fragile,16
ORD_00125,DEL_0125,Customer_125,priority,12.19,2.25,2025-11-10 02:00:00,4,9,17,refrigerated,19
ORD_00126,DEL_0126,Customer_126,priority,4.9,2.68,2025-11-10 06:00:00,4,9,17,fragile,20
ORD_00127,DEL_0127,Customer_127,priority,9.3,1.12,2025-11-10 02:00:00,4,9,17,signature_required,8
ORD_00128,DEL_0128,Customer_128,priority,2.41,2.46,2025-11-10 02:00:00,4,12,17,none,14
ORD_00129,DEL_0129,Customer_129,standard,7.89,1.19,2025-11-10 00:00:00,24,9,17,none,5
ORD_00130,DEL_0130,Customer_130,standard,29.74,5.02,2025-11-10 00:00:00,24,11,18,fragile,12
ORD_00131,DEL_0131,Customer_131,standard,27.44,6.22,2025-11-10 04:00:00,24,13,16,fragile,15
ORD_00132,DEL_0132,Customer_132,priority,12.32,0.9,2025-11-10 03:00:00,4,13,18,fragile,17
ORD_00133,DEL_0133,Customer_133,standard,8.9,6.84,2025-11-10 01:00:00,24,14,16,signature_required,17
ORD_00134,DEL_0134,Customer_134,priority,9.35,0.96,2025-11-10 03:00:00,4,9,14,none,18
ORD_00135,DEL_0135,Customer_135,standard,24.05,6.47,2025-11-10 05:00:00,24,12,14,fragile,11
ORD_00136,DEL_0136,Customer_136,standard,5.42,5.75,2025-11-10 06:00:00,24,11,18,none,8
ORD_00137,DEL_0137,Customer_137,standard,20.04,7.56,2025-11-10 02:00:00,24,13,16,refrigerated,11
ORD_00138,DEL_0138,Customer_138,standard,21.35,5.33,2025-11-10 02:00:00,24,12,14,signature_required,15
ORD_00139,DEL_0139,Customer_139,priority,12.98,1.06,2025-11-10 04:00:00,4,13,18,signature_required,8
ORD_00140,DEL_0140,Customer_140,standard,24.34,1.31,2025-11-10 02:00:00,24,9,17,refrigerated,19
ORD_00141,DEL_0141,Customer_141,standard,10.79,5.77,2025-11-10 04:00:00,24,9,17,fragile,14
ORD_00142,DEL_0142,Customer_142,standard,12.99,4.07,2025-11-10 04:00:00,24,9,17,none,7
ORD_00143,DEL_0143,Customer_143,express,2.5,0.78,2025-11-10 05:00:00,1,9,17,fragile,15
ORD_00144,DEL_0144,Customer_144,standard,11.95,2.52,2025-11-10 02:00:00,24,9,14,none,10
ORD_00145,DEL_0145,Customer_145,standard,5.73,7.35,2025-11-10 01:00:00,24,11,18,none,17
ORD_00146,DEL_0146,Customer_146,standard,17.96,5.97,2025-11-10 01:00:00,24,12,18,none,17
ORD_00147,DEL_0147,Customer_147,standard,29.22,2.84,2025-11-10 03:00:00,24,12,15,none,10
ORD_00148,DEL_0148,Customer_148,priority,2.65,1.66,2025-11-10 03:00:00,4,13,16,refrigerated,9
ORD_00149,DEL_0149,Customer_149,standard,12.14,1.64,2025-11-10 06:00:00,24,10,14,signature_required,6
ORD_00150,DEL_0150,Customer_150,standard,24.52,3.79,2025-11-10 06:00:00,24,9,17,refrigerated,5
ORD_00151,DEL_0151,Customer_151,priority,10.55,0.52,2025-11-10 03:00:00,4,9,17,fragile,11
ORD_00152,DEL_0152,Customer_152,standard,7.69,6.38,2025-11-10 06:00:00,24,9,17,signature_required,20
ORD_00153,DEL_0153,Customer_153,standard,11.24,4.83,2025-11-10 03:00:00,24,12,17,signature_required,20
ORD_00154,DEL_0154,Customer_154,priority,4.8,2.71,2025-11-10 01:00:00,4,9,17,none,5
ORD_00155,DEL_0155,Customer_155,priority,11.27,2.24,2025-11-10 00:00:00,4,10,14,refrigerated,12
ORD_00156,DEL_0156,Customer_156,standard,10.27,7.0,2025-11-10 04:00:00,24,9,17,refrigerated,10
ORD_00157,DEL_0157,Customer_157,standard,8.31,3.68,2025-11-10 06:00:00,24,9,17,signature_required,20
ORD_00158,DEL_0158,Customer_158,standard,24.5,7.98,2025-11-10 04:00:00,24,13,15,none,13
ORD_00159,DEL_0159,Customer_159,standard,15.77,3.13,2025-11-10 04:00:00,24,13,17,none,19
ORD_00160,DEL_0160,Customer_160,standard,27.18,3.94,2025-11-10 04:00:00,24,9,17,fragile,18
ORD_00161,DEL_0161,Customer_161,priority,12.09,0.83,2025-11-10 00:00:00,4,9,17,fragile,14
ORD_00162,DEL_0162,Customer_162,standard,24.93,6.07,2025-11-10 06:00:00,24,9,17,none,19
ORD_00163,DEL_0163,Customer_163,standard,25.12,1.37,2025-11-10 06:00:00,24,11,15,none,19
ORD_00164,DEL_0164,Customer_164,standard,6.92,2.64,2025-11-10 06:00:00,24,9,17,none,12
ORD_00165,DEL_0165,Customer_165,priority,5.96,1.16,2025-11-10 05:00:00,4,10,18,none,16
ORD_00166,DEL_0166,Customer_166,standard,5.9,7.49,2025-11-10 05:00:00,24,14,18,signature_required,10
ORD_00167,DEL_0167,Customer_167,standard,5.24,7.01,2025-11-10 04:00:00,24,9,17,fragile,11
ORD_00168,DEL_0168,Customer_168,priority,12.16,1.28,2025-11-10 00:00:00,4,10,18,none,16
ORD_00169,DEL_0169,Customer_169,standard,14.1,4.96,2025-11-10 04:00:00,24,13,17,none,10
ORD_00170,DEL_0170,Customer_170,standard,18.38,4.96,2025-11-10 02:00:00,24,9,17,refrigerated,14
ORD_00171,DEL_0171,Customer_171,standard,17.83,2.36,2025-11-10 06:00:00,24,13,17,none,8
ORD_00172,DEL_0172,Customer_172,standard,9.08,2.55,2025-11-10 06:00:00,24,10,18,signature_required,6
ORD_00173,DEL_0173,Customer_173,standard,7.19,1.63,2025-11-10 01:00:00,24,11,18,fragile,12
ORD_00174,DEL_0174,Customer_174,standard,20.66,3.01,2025-11-10 02:00:00,24,10,17,fragile,17
ORD_00175,DEL_0175,Customer_175,standard,21.57,7.09,2025-11-10 03:00:00,24,9,17,fragile,13
ORD_00176,DEL_0176,Customer_176,priority,8.3,2.23,2025-11-10 05:00:00,4,9,17,signature_required,17
ORD_00177,DEL_0177,Customer_177,standard,10.21,3.07,2025-11-10 03:00:00,24,9,17,none,7
ORD_00178,DEL_0178,Customer_178,standard,23.35,3.43,2025-11-10 03:00:00,24,9,17,none,13
ORD_00179,DEL_0179,Customer_179,standard,9.28,6.79,2025-11-10 05:00:00,24,9,17,refrigerated,19
ORD_00180,DEL_0180,Customer_180,standard,25.07,2.73,2025-11-10 03:00:00,24,9,17,refrigerated,5
ORD_00181,DEL_0181,Customer_181,standard,13.43,3.18,2025-11-10 05:00:00,24,14,16,signature_required,16
ORD_00182,DEL_0182,Customer_182,standard,21.2,7.13,2025-11-10 06:00:00,24,9,17,none,17
ORD_00183,DEL_0183,Customer_183,standard,18.64,1.74,2025-11-10 06:00:00,24,10,15,fragile,20
ORD_00184,DEL_0184,Customer_184,standard,18.38,1.57,2025-11-10 06:00:00,24,11,15,refrigerated,15
ORD_00185,DEL_0185,Customer_185,express,0.64,0.5,2025-11-10 04:00:00,1,9,17,none,9
ORD_00186,DEL_0186,Customer_186,standard,9.23,3.46,2025-11-10 04:00:00,24,9,17,signature_required,15
ORD_00187,DEL_0187,Customer_187,standard,20.95,7.9,2025-11-10 05:00:00,24,9,17,none,6
ORD_00188,DEL_0188,Customer_188,standard,16.16,5.33,2025-11-10 00:00:00,24,9,17,signature_required,5
ORD_00189,DEL_0189,Customer_189,standard,21.12,1.16,2025-11-10 00:00:00,24,9,17,fragile,19
ORD_00190,DEL_0190,Customer_190,standard,8.23,1.7,2025-11-10 03:00:00,24,9,17,none,18
ORD_00191,DEL_0191,Customer_191,standard,11.34,4.3,2025-11-10 01:00:00,24,9,17,fragile,14
ORD_00192,DEL_0192,Customer_192,standard,21.3,6.47,2025-11-10 01:00:00,24,9,17,refrigerated,7
ORD_00193,DEL_0193,Customer_193,standard,17.79,1.43,2025-11-10 02:00:00,24,14,17,none,16
ORD_00194,DEL_0194,Customer_194,standard,29.1,1.95,2025-11-10 01:00:00,24,14,18,none,17
ORD_00195,DEL_0195,Customer_195,priority,14.27,2.41,2025-11-10 05:00:00,4,14,17,fragile,18
ORD_00196,DEL_0196,Customer_196,standard,14.45,2.0,2025-11-10 05:00:00,24,14,16,none,5
ORD_00197,DEL_0197,Customer_197,standard,28.58,3.27,2025-11-10 01:00:00,24,9,17,signature_required,7
ORD_00198,DEL_0198,Customer_198,standard,11.28,5.55,2025-11-10 01:00:00,24,10,16,none,19
ORD_00199,DEL_0199,Customer_199,standard,22.53,1.79,2025-11-10 00:00:00,24,9,17,none,15
ORD_00200,DEL_0200,Customer_200,standard,19.85,3.88,2025-11-10 05:00:00,24,9,17,fragile,20
ORD_00201,DEL_0201,Customer_201,standard,20.57,6.65,2025-11-10 00:00:00,24,9,17,fragile,17
ORD_00202,DEL_0202,Customer_202,standard,24.44,5.71,2025-11-10 00:00:00,24,9,17,none,8
ORD_00203,DEL_0203,Customer_203,standard,20.84,6.64,2025-11-10 02:00:00,24,11,15,fragile,17
ORD_00204,DEL_0204,Customer_204,priority,9.7,0.91,2025-11-10 05:00:00,4,10,17,fragile,7
ORD_00205,DEL_0205,Customer_205,standard,18.67,6.88,2025-11-10 04:00:00,24,13,15,fragile,19
ORD_00206,DEL_0206,Customer_206,priority,13.22,0.88,2025-11-10 02:00:00,4,9,17,fragile,9
ORD_00207,DEL_0207,Customer_207,express,3.77,0.81,2025-11-10 03:00:00,1,9,17,none,19
ORD_00208,DEL_0208,Customer_208,standard,12.7,6.86,2025-11-10 06:00:00,24,9,17,fragile,7
ORD_00209,DEL_0209,Customer_209,standard,11.34,6.29,2025-11-10 06:00:00,24,9,13,none,17
ORD_00210,DEL_0210,Customer_210,priority,6.24,0.82,2025-11-10 02:00:00,4,9,17,signature_required,15
ORD_00211,DEL_0211,Customer_211,standard,22.12,7.32,2025-11-10 06:00:00,24,9,17,fragile,12
ORD_00212,DEL_0212,Customer_212,standard,8.16,6.69,2025-11-10 02:00:00,24,9,17,none,12
ORD_00213,DEL_0213,Customer_213,standard,17.47,3.23,2025-11-10 04:00:00,24,9,17,none,14
ORD_00214,DEL_0214,Customer_214,standard,12.21,3.09,2025-11-10 06:00:00,24,9,17,none,14
ORD_00215,DEL_0215,Customer_215,standard,13.07,4.88,2025-11-10 04:00:00,24,10,16,none,11
ORD_00216,DEL_0216,Customer_216,standard,25.38,7.26,2025-11-10 05:00:00,24,9,17,signature_required,14
ORD_00217,DEL_0217,Customer_217,priority,9.19,2.53,2025-11-10 06:00:00,4,14,16,fragile,20
ORD_00218,DEL_0218,Customer_218,standard,29.72,2.58,2025-11-10 01:00:00,24,12,14,signature_required,7
ORD_00219,DEL_0219,Customer_219,standard,8.45,1.57,2025-11-10 04:00:00,24,9,17,none,16
ORD_00220,DEL_0220,Customer_220,express,2.32,0.18,2025-11-10 03:00:00,1,11,14,none,18
ORD_00221,DEL_0221,Customer_221,priority,8.03,1.3,2025-11-10 02:00:00,4,9,17,none,10
ORD_00222,DEL_0222,Customer_222,standard,17.23,7.02,2025-11-10 06:00:00,24,9,17,signature_required,7
ORD_00223,DEL_0223,Customer_223,standard,14.12,6.17,2025-11-10 00:00:00,24,9,17,none,7
ORD_00224,DEL_0224,Customer_224,standard,19.32,2.8,2025-11-10 00:00:00,24,9,17,refrigerated,11
ORD_00225,DEL_0225,Customer_225,standard,29.87,1.65,2025-11-10 00:00:00,24,9,17,none,17
ORD_00226,DEL_0226,Customer_226,standard,24.19,3.15,2025-11-10 04:00:00,24,9,17,refrigerated,18
ORD_00227,DEL_0227,Customer_227,priority,5.02,1.07,2025-11-10 03:00:00,4,9,17,signature_required,7
ORD_00228,DEL_0228,Customer_228,standard,12.06,3.09,2025-11-10 04:00:00,24,14,18,none,9
ORD_00229,DEL_0229,Customer_229,priority,10.47,2.58,2025-11-10 02:00:00,4,9,17,none,14
ORD_00230,DEL_0230,Customer_230,standard,6.67,1.34,2025-11-10 06:00:00,24,9,14,fragile,15
ORD_00231,DEL_0231,Customer_231,priority,8.8,1.18,2025-11-10 05:00:00,4,12,18,none,14
ORD_00232,DEL_0232,Customer_232,standard,21.32,2.08,2025-11-10 05:00:00,24,9,17,signature_required,12
ORD_00233,DEL_0233,Customer_233,standard,8.39,7.26,2025-11-10 00:00:00,24,9,14,signature_required,8
ORD_00234,DEL_0234,Customer_234,priority,14.96,2.25,2025-11-10 03:00:00,4,9,17,none,6
ORD_00235,DEL_0235,Customer_235,standard,28.54,4.71,2025-11-10 02:00:00,24,9,17,fragile,8
ORD_00236,DEL_0236,Customer_236,priority,14.68,2.58,2025-11-10 05:00:00,4,9,13,none,10
ORD_00237,DEL_0237,Customer_237,express,3.33,0.94,2025-11-10 03:00:00,1,9,17,refrigerated,13
ORD_00238,DEL_0238,Customer_238,standard,14.25,4.85,2025-11-10 01:00:00,24,9,17,refrigerated,9
ORD_00239,DEL_0239,Customer_239,standard,19.49,3.42,2025-11-10 05:00:00,24,9,17,refrigerated,8
ORD_00240,DEL_0240,Customer_240,standard,6.92,2.16,2025-11-10 06:00:00,24,9,16,signature_required,13
ORD_00241,DEL_0241,Customer_241,standard,7.66,1.8,2025-11-10 04:00:00,24,9,17,none,13
ORD_00242,DEL_0242,Customer_242,priority,7.88,2.96,2025-11-10 05:00:00,4,14,18,none,20
ORD_00243,DEL_0243,Customer_243,standard,20.41,4.2,2025-11-10 02:00:00,24,12,18,none,20
ORD_00244,DEL_0244,Customer_244,standard,15.37,6.11,2025-11-10 02:00:00,24,13,16,fragile,13
ORD_00245,DEL_0245,Customer_245,standard,9.51,2.84,2025-11-10 06:00:00,24,9,17,none,8
ORD_00246,DEL_0246,Customer_246,standard,26.7,3.08,2025-11-10 04:00:00,24,10,17,none,6
ORD_00247,DEL_0247,Customer_247,standard,5.95,5.34,2025-11-10 06:00:00,24,9,17,none,12
ORD_00248,DEL_0248,Customer_248,standard,6.05,3.55,2025-11-10 02:00:00,24,9,18,signature_required,9
